"","AGI","probe_id","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","GO","PATH","oma_id","level","level_name","araID","age"
"100","AT1G07320","261078_at",0.038592,0.00658,3.85,-2.780318,0.265,"RPL4","50S ribosomal protein L4","GO:0006412; GO:0000311; GO:0005576; GO:0005634; GO:0009507; GO:0009535; GO:0009547; GO:0009570; GO:0009579; GO:0022626; GO:0003735; GO:0008266",NA,15165027,2,"Eukaryota","ARATH01061","UC"
"101","AT1G07370","261080_at",0.000479,2.74e-06,14,5.525461,0.936,"PCNA1","proliferating cellular nuclear antigen 1","GO:0006272; GO:0006275; GO:0006298; GO:0019985; GO:0051726; GO:0005634; GO:0005730; GO:0005737; GO:0005829; GO:0043626; GO:0005515; GO:0030337","03030; 03410; 03420; 03430",15165038,1,"LUCA","ARATH01072","UC"
"102","AT1G07390","261070_at",0.049778,0.00952,3.57,-3.176219,0.255,"RLP1","receptor like protein 1","GO:0007165; GO:0005576",NA,15165045,13,"Brassicaceae","ARATH01079","MC"
"103","AT1G07500","261065_at",0.022706,0.00307,-4.47,-1.955914,-0.264,"AT1G07500","hypothetical protein","GO:0006974; GO:0032875; GO:0045786; GO:0045839; GO:0005634; GO:0005515",NA,15165064,8,"Magnoliopsida","ARATH01098","MC"
"104","AT1G07650","261434_at",0.004587,0.000265,-6.87,0.712419,-0.363,"AT1G07650","leucine-rich repeat transmembrane protein kinase","GO:0046777; GO:0005886; GO:0004674; GO:0005515; GO:0016301",NA,15165086,9,"Mesangiospermae","ARATH01120","MC"
"105","AT1G07770","261416_at",0.002372,8.69e-05,8.23,1.916653,0.438,"RPS15A///AT5G59850","40S ribosomal protein S15a-1///40S ribosomal protein S15a-1","GO:0005618; GO:0005774; GO:0005829; GO:0005886; GO:0009506; GO:0009507; GO:0022626; GO:0022627; GO:0003735",NA,15165115,1,"LUCA","ARATH01149","UC"
"106","AT1G07790","261411_at",0.001276,2.59e-05,9.96,3.209149,0.525,"HTB1","histone H2B","GO:0006334; GO:0005576; GO:0005634; GO:0009507; GO:0003677; GO:0005515; GO:0046982",NA,15165120,2,"Eukaryota","ARATH01154","UC"
"107","AT1G07880","261460_at",0.03091,0.0048,4.1,-2.439842,0.281,"ATMPK13","mitogen-activated protein kinase 13","GO:0007165; GO:0010311; GO:0010468; GO:0035556; GO:0005634; GO:0005737; GO:0005739; GO:0004707; GO:0005515","04650",15165132,2,"Eukaryota","ARATH01166","UC"
"108","AT1G07960","257495_at",0.007524,0.000595,6,-0.168757,0.309,"PDIL5-1","protein disulfide isomerase 5-1","GO:0045454; GO:0009507",NA,15165147,2,"Eukaryota","ARATH01181","UC"
"109","AT1G08220","261784_at",0.004428,0.00025,6.94,0.773375,0.229,"AT1G08220","hypothetical protein","GO:0033615; GO:0005739; GO:0005743; GO:0032592; GO:0003674",NA,15165192,3,"Viridiplantae","ARATH01226","UC"
"110","AT1G08280","261813_at",0.004985,3e-04,6.73,0.576797,0.24,"AT1G08280","putative sialyltransferase","GO:0006486; GO:0000139; GO:0005794; GO:0005515; GO:0008373; GO:0008378",NA,15165202,8,"Magnoliopsida","ARATH01236","MC"
"111","AT1G08340","261809_at",0.007197,0.000546,-6.09,-0.076551,-0.592,"AT1G08340","Rho GTPase activating protein with PAK-box/P21-Rho-binding domain","GO:0007165; GO:0005737; GO:0005886",NA,15165213,2,"Eukaryota","ARATH01247","UC"
"112","AT1G08350","261747_at",0.018413,0.00224,4.74,-1.615631,0.232,"AT1G08350","endomembrane protein 70","GO:0061025; GO:0072657; GO:0005739; GO:0009524; GO:0016020; GO:0005484",NA,15165215,2,"Eukaryota","ARATH01249","UC"
"113","AT1G08360","261694_at",0.006142,0.00042,6.36,0.209918,0.54,"AT1G08360","60S ribosomal protein L10a-1","GO:0000470; GO:0006412; GO:0005576; GO:0005737; GO:0005829; GO:0005886; GO:0009506; GO:0022625; GO:0022626; GO:0003723","03010",15165217,1,"LUCA","ARATH01251","UC"
"114","AT1G08480","261721_at",0.015699,0.00177,4.95,-1.357604,0.411,"AT1G08480","succinate dehydrogenase 6","GO:0006099; GO:0005576; GO:0005739; GO:0005749; GO:0005773; GO:0005774; GO:0009536; GO:0045273; GO:0043495",NA,15165235,4,"Streptophyta","ARATH01269","MC"
"115","AT1G08500","261745_at",0.008707,0.000732,5.79,-0.395248,0.312,"ENODL18","early nodulin-like protein 18","GO:0005576; GO:0031225; GO:0046658; GO:0009055",NA,15165237,8,"Magnoliopsida","ARATH01271","MC"
"116","AT1G08550","264799_at",0.032368,0.00512,-4.05,-2.509879,-0.254,"NPQ1","Violaxanthin de-epoxidase","GO:0006631; GO:0009408; GO:0010028; GO:0015994; GO:0016122; GO:0005576; GO:0005829; GO:0009507; GO:0009534; GO:0009543; GO:0030095; GO:0031977; GO:0005515; GO:0016491; GO:0046422","00906; 01100; 01110",15165244,4,"Streptophyta","ARATH01278","MC"
"117","AT1G08560","264802_at",0.000849,1.29e-05,11.1,3.942776,0.68,"SYP111","syntaxin-related protein KNOLLE","GO:0006886; GO:0006887; GO:0006906; GO:0010583; GO:0048278; GO:0061025; GO:0005886; GO:0009504; GO:0009506; GO:0009524; GO:0012505; GO:0016021; GO:0031201; GO:0000149; GO:0005484","04130",15165245,2,"Eukaryota","ARATH01279","UC"
"118","AT1G08570","264779_at",0.008307,0.000691,-5.85,-0.332439,-0.718,"ACHT4","atypical CYS HIS rich thioredoxin 4","GO:0045454; GO:0005634; GO:0009507; GO:0009570; GO:0031969; GO:0016671",NA,15165248,13,"Brassicaceae","ARATH01282","MC"
"119","AT1G08580","264803_at",0.001414,3.24e-05,9.62,2.973633,0.569,"AT1G08580","hypothetical protein","GO:0008150; GO:0005634; GO:0003674",NA,15165249,7,"Spermatophyta","ARATH01283","MC"
"120","AT1G08630","264777_at",0.042829,0.00767,-3.73,-2.944917,-0.255,"THA1","threonine aldolase","GO:0006545; GO:0006567; GO:0005737; GO:0005829; GO:0004793; GO:0008732","00260; 01100; 01110",15165256,1,"LUCA","ARATH01290","UC"
"121","AT1G08640","264811_at",0.01664,0.00193,4.88,-1.450585,0.268,"CJD1","protein CJD1","GO:0006631; GO:0005576; GO:0009507; GO:0009941; GO:0031969",NA,15165259,4,"Streptophyta","ARATH01293","MC"
"122","AT1G08700","264807_at",0.024281,0.00337,4.39,-2.057456,0.254,"PS1","Presenilin-1","GO:0016485; GO:0005634; GO:0005798; GO:0005887; GO:0043231; GO:0004175; GO:0004190",NA,15165274,2,"Eukaryota","ARATH01308","UC"
"123","AT1G08920","264652_at",0.001733,4.83e-05,-9.03,2.546712,-0.738,"ESL1","sugar transporter ERD6-like 3","GO:0009414; GO:0009651; GO:0009737; GO:0015749; GO:0046323; GO:0005887; GO:0009705; GO:0005351; GO:0015144; GO:0015145",NA,15165306,2,"Eukaryota","ARATH01340","UC"
"124","AT1G09070","264655_at",0.009646,0.000865,-5.63,-0.576803,-0.761,"SRC2","protein SRC2","GO:0006623; GO:0071456; GO:0000326; GO:0005576; GO:0005783; GO:0005886; GO:0005515",NA,15165325,5,"Embryophyta","ARATH01359","MC"
"125","AT1G09200","264262_at",0.00145,3.46e-05,9.52,2.901403,0.81,"AT1G09200///AT5G65360///AT5G10400///AT5G10390///AT3G27360","histone H3///histone H3.1///histone H3///histone H3///histone H3","GO:0005576; GO:0005634",NA,15165354,2,"Eukaryota","ARATH01388","UC"
"126","AT1G09210","264260_at",0.000557,4.62e-06,13,4.999095,0.499,"CRT1b","calreticulin 1b","GO:0006457; GO:0006979; GO:0030968; GO:0034976; GO:0005576; GO:0005739; GO:0005773; GO:0005783; GO:0005789; GO:0009507; GO:0099503; GO:0005509; GO:0051082","04141; 04145",15165355,2,"Eukaryota","ARATH01389","UC"
"127","AT1G09250","264264_at",0.034667,0.00565,3.97,-2.61602,0.229,"AT1G09250","transcription factor bHLH149","GO:0005634; GO:0003700; GO:0005515; GO:0046983",NA,15165362,13,"Brassicaceae","ARATH01396","MC"
"128","AT1G09340","263676_at",0.025996,0.00372,-4.31,-2.163112,-0.299,"CRB","chloroplast stem-loop binding protein","GO:0005996; GO:0006364; GO:0007623; GO:0009409; GO:0009611; GO:0009658; GO:0010468; GO:0018119; GO:0032544; GO:0042631; GO:0042742; GO:0045727; GO:0045893; GO:0000427; GO:0005576; GO:0005773; GO:0005777; GO:0005794; GO:0005829; GO:0005840; GO:0009506; GO:0009507; GO:0009570; GO:0009941; GO:0010287; GO:0010319; GO:0048046; GO:0003677; GO:0003723; GO:0005515; GO:0010297",NA,15165375,1,"LUCA","ARATH01409","UC"
"129","AT1G09390","264501_at",0.028522,0.00426,-4.2,-2.3109,-0.214,"AT1G09390","GDSL esterase/lipase","GO:0005576; GO:0009570; GO:0016788",NA,15165381,8,"Magnoliopsida","ARATH01415","MC"
"130","AT1G09430","264504_at",0.014718,0.00162,-5.04,-1.257736,-0.309,"ACLA-3","ATP-citrate lyase A-3","GO:0006085; GO:0005576; GO:0005737; GO:0005829; GO:0009346; GO:0003878","00020; 01100; 01110",15165388,2,"Eukaryota","ARATH01422","UC"
"131","AT1G09575","264512_at",0.029164,0.00441,-4.17,-2.34728,-0.154,"AT1G09575","hypothetical protein","GO:0036444; GO:0051560; GO:0005739; GO:0009507; GO:0031305; GO:1990246; GO:0005262; GO:0015292",NA,15165411,4,"Streptophyta","ARATH01445","MC"
"132","AT1G09620","264705_at",0.003738,0.000186,7.28,1.09503,0.357,"AT1G09620","ATP binding/leucine-tRNA ligases/aminoacyl-tRNA ligases","GO:0006429; GO:0005737; GO:0005829; GO:0009506; GO:0009507; GO:0004823","00290; 00970",15165416,1,"LUCA","ARATH01450","UC"
"133","AT1G09630","264669_at",0.021436,0.00282,4.54,-1.864601,0.346,"RAB11c","RAB GTPase 11C","GO:0000911; GO:0006886; GO:0032482; GO:0005576; GO:0005634; GO:0005768; GO:0005829; GO:0005886; GO:0009504; GO:0012505; GO:0003924",NA,15165418,2,"Eukaryota","ARATH01452","UC"
"134","AT1G09750","264672_at",0.003829,0.000195,7.23,1.04457,1.19,"AT1G09750","aspartyl protease-like protein","GO:0006508; GO:0009627; GO:0030163; GO:0005576; GO:0005618; GO:0048046; GO:0099503; GO:0004190",NA,15165437,7,"Spermatophyta","ARATH01471","MC"
"135","AT1G09780","264668_at",0.003819,0.000193,7.24,1.055753,0.503,"AT1G09780","2,3-bisphosphoglycerate-independent phosphoglycerate mutase 1","GO:0006007; GO:0006096; GO:0009409; GO:0009555; GO:0010118; GO:0044262; GO:0046686; GO:0005576; GO:0005737; GO:0005740; GO:0005829; GO:0005886; GO:0009506; GO:0009507; GO:0030145; GO:0046537","00010; 01100; 01110",15165440,1,"LUCA","ARATH01474","UC"
"136","AT1G09800","264711_at",0.016315,0.00187,4.9,-1.417958,0.232,"AT1G09800","pseudouridine synthase family protein","GO:0005634; GO:0009982",NA,15165445,2,"Eukaryota","ARATH01479","UC"
"137","AT1G09815","264674_at",0.026768,0.00388,4.28,-2.208642,0.235,"POLD4","DNA polymerase delta subunit 4","GO:0000731; GO:0006261; GO:0005634; GO:0042025; GO:0043625; GO:0003887","00230; 00240; 01100; 03030; 03410; 03420; 03430; 03440",15165451,5,"Embryophyta","ARATH01485","MC"
"138","AT1G09830","264675_at",0.009068,0.000778,5.73,-0.461899,0.316,"AT1G09830","phosphoribosylamine--glycine ligase","GO:0006164; GO:0006189; GO:0009113; GO:0009507; GO:0009570; GO:0004637; GO:0046872","00230; 01100; 01110",15165453,1,"LUCA","ARATH01487","UC"
"139","AT1G09850","264687_at",0.034013,0.00551,3.99,-2.58762,0.212,"XBCP3","papain-like cysteine peptidase","GO:0051603; GO:0005576; GO:0005615; GO:0005764; GO:0005773; GO:0005783; GO:0004197",NA,15165456,7,"Spermatophyta","ARATH01490","MC"
"140","AT1G09870","264676_at",0.019342,0.00243,4.67,-1.703825,0.182,"AT1G09870","histidine acid phosphatase-like protein","GO:0005576; GO:0005774; GO:0005783; GO:0003993; GO:0052745",NA,15165458,2,"Eukaryota","ARATH01492","UC"
"141","AT1G09940","264660_at",0.049061,0.00931,-3.58,-3.152497,-0.153,"HEMA2","glutamyl-tRNA reductase 2","GO:0006779; GO:0006782; GO:0006783; GO:0006979; GO:0015995; GO:0033014; GO:0055114; GO:0009507; GO:0009536; GO:0008883; GO:0050661","00860; 01100; 01110",15165479,1,"LUCA","ARATH01513","UC"
"142","AT1G09950","264661_at",0.039003,0.00669,-3.84,-2.797244,-0.242,"RAS1","response to ABA and salt 1","GO:0006351; GO:0009651; GO:0009737; GO:0009788; GO:1900070; GO:0005634; GO:0043565",NA,15165480,10,"Pentapetalae","ARATH01514","MC"
"143","AT1G09970","264663_at",0.007494,0.000588,6.01,-0.155673,0.756,"LRR XI-23","leucine-rich receptor-like protein kinase","GO:0006979; GO:0009845; GO:0046777; GO:0005886; GO:0004672; GO:0016301; GO:0042277",NA,15165483,7,"Spermatophyta","ARATH01517","MC"
"144","AT1G10030","264523_at",0.005997,0.000404,6.41,0.252771,0.233,"ERG28","Ergosterol biosynthetic protein 28-like protein","GO:0005739; GO:0030674",NA,15165492,2,"Eukaryota","ARATH01526","UC"
"145","AT1G10070","264524_at",0.004709,0.000276,-6.83,0.668347,-0.792,"BCAT-2","branched-chain-amino-acid aminotransferase 2","GO:0009097; GO:0009098; GO:0009099; GO:0071669; GO:0005737; GO:0009507; GO:0004084; GO:0052654; GO:0052655; GO:0052656","00280; 00290; 00770; 00966; 01100; 01110",15165505,2,"Eukaryota","ARATH01539","UC"
"146","AT1G10090","264515_at",0.005189,0.00032,-6.66,0.507352,-0.416,"AT1G10090","Early-responsive to dehydration stress protein ERD4","GO:0005576; GO:0005886; GO:0005227",NA,15165506,2,"Eukaryota","ARATH01540","UC"
"147","AT1G10150","264463_at",0.011323,0.00109,-5.4,-0.830927,-0.443,"AT1G10150","Carbohydrate-binding protein","GO:0005739; GO:0030246",NA,15165516,6,"Tracheophyta","ARATH01550","MC"
"148","AT1G10180","264407_at",0.009265,0.000808,5.69,-0.502071,0.247,"AT1G10180","hypothetical protein","GO:0006893; GO:0008104; GO:0060321; GO:0000145; GO:0005634; GO:0003674",NA,15165521,8,"Magnoliopsida","ARATH01555","MC"
"149","AT1G10210","264405_at",0.004973,0.000299,-6.74,0.58004,-0.372,"MPK1","mitogen-activated protein kinase 1","GO:0007165; GO:0009734; GO:0010468; GO:0035556; GO:0005634; GO:0005737; GO:0004707; GO:0005515; GO:0016301","04650",15165525,2,"Eukaryota","ARATH01559","UC"
"150","AT1G10230","264465_at",0.014283,0.00155,5.08,-1.209314,0.303,"SK18","SKP1-like protein 18","GO:0006511; GO:0016567; GO:0031146; GO:0005634; GO:0005737; GO:0005515; GO:0097602","04120; 04141; 04710",15165529,2,"Eukaryota","ARATH01563","UC"
"151","AT1G10585","263210_at",0.003811,0.000192,7.25,1.062395,1.04,"AT1G10585","basic helix-loop-helix domain-containing protein","GO:0006355; GO:0006357; GO:0005634; GO:0005737; GO:0009507; GO:0090575; GO:0000977; GO:0003700; GO:0008134",NA,15165581,12,"malvids","ARATH01615","MC"
"152","AT1G10590","263206_at",0.001212,2.31e-05,10.1,3.32821,0.371,"AT1G10590","nucleic acid-binding, OB-fold-like protein","GO:0008150; GO:0005576; GO:0005886; GO:0003729","03030; 03420; 03430; 03440",15165587,2,"Eukaryota","ARATH01621","UC"
"153","AT1G10630","261831_at",0.00153,3.84e-05,9.37,2.792774,0.395,"ARFA1F","ADP-ribosylation factor A1F","GO:0006499; GO:0006886; GO:0016192; GO:0005576; GO:0005737; GO:0005774; GO:0005794; GO:0005829; GO:0005886; GO:0005507; GO:0005525; GO:0016004",NA,15165596,1,"LUCA","ARATH01630","UC"
"154","AT1G10640","261834_at",0.000637,6.4e-06,12.3,4.666845,1.74,"AT1G10640","pectin lyase-like protein","GO:0005576",NA,15165597,2,"Eukaryota","ARATH01631","UC"
"155","AT1G10760","262784_at",0.018233,0.00221,-4.76,-1.598651,-0.354,"SEX1","alpha-glucan water dikinase 1","GO:0005983; GO:0009610; GO:0009631; GO:0010353; GO:0005739; GO:0009507; GO:0009570; GO:0009941; GO:0005515; GO:0050521; GO:0102216; GO:0102218",NA,15165624,2,"Eukaryota","ARATH01658","UC"
"156","AT1G10780","262758_at",0.006958,0.000515,6.15,-0.012203,0.353,"AT1G10780","F-box/RNI-like protein","GO:0008150; GO:0005634; GO:0009506; GO:0005515",NA,15165626,5,"Embryophyta","ARATH01660","MC"
"157","AT1G10960","260481_at",0.003543,0.000167,7.41,1.213012,0.356,"FD1","ferredoxin 1","GO:0022900; GO:0080167; GO:0009507; GO:0009570; GO:0009055","00195",15165661,2,"Eukaryota","ARATH01695","UC"
"158","AT1G11125","260470_at",0.007158,0.000542,6.1,-0.06859,0.291,"AT1G11125","hypothetical protein","GO:0008150; GO:0005634; GO:0003674",NA,15165690,13,"Brassicaceae","ARATH01724","MC"
"159","AT1G11170","262478_at",0.020975,0.00274,-4.57,-1.830821,-0.328,"AT1G11170","hypothetical protein","GO:0008150; GO:0005739; GO:0009507; GO:0016757",NA,15165700,5,"Embryophyta","ARATH01734","MC"
"160","AT1G11190","262454_at",0.004102,0.000218,-7.1,0.923944,-0.545,"BFN1","endonuclease 1","GO:0006308; GO:0010150; GO:0080187; GO:0090502; GO:0005576; GO:0000014; GO:0003676; GO:0004519; GO:0004521; GO:0008309; GO:0016891; GO:0043765",NA,15165706,2,"Eukaryota","ARATH01740","UC"
"161","AT1G11200","262457_at",0.018215,0.00221,4.76,-1.596411,0.236,"AT1G11200","hypothetical protein","GO:0006810; GO:0016021; GO:0005215",NA,15165707,2,"Eukaryota","ARATH01741","UC"
"162","AT1G11210","262452_at",0.001543,3.94e-05,-9.33,2.764187,-0.711,"AT1G11210","hypothetical protein","GO:0006979; GO:0003674",NA,15165708,13,"Brassicaceae","ARATH01742","MC"
"163","AT1G11260","262456_at",0.007045,0.000525,-6.13,-0.033129,-0.482,"STP1","sugar transporter 1","GO:0015749; GO:0046323; GO:0005576; GO:0005634; GO:0005737; GO:0005773; GO:0005886; GO:0005887; GO:0009506; GO:0005351; GO:0015144; GO:0015145",NA,15165715,2,"Eukaryota","ARATH01749","UC"
"164","AT1G11270","262510_at",0.039802,0.00691,-3.81,-2.833005,-0.131,"AT1G11270","F-box and associated interaction domain-containing protein","GO:0010286; GO:0005634; GO:0003674",NA,15165716,13,"Brassicaceae","ARATH01750","MC"
"165","AT1G11380","261822_at",0.031508,0.00495,-4.08,-2.471769,-0.192,"AT1G11380","PLAC8 family protein","GO:0008150; GO:0005737; GO:0003674",NA,15165741,7,"Spermatophyta","ARATH01775","MC"
"166","AT1G11390","261818_at",0.017888,0.00214,4.78,-1.564822,0.16,"AT1G11390","protein kinase-like protein ABC1K10","GO:0008150; GO:0005575; GO:0003674",NA,15165742,2,"Eukaryota","ARATH01776","UC"
"167","AT1G11400","261823_at",0.023367,0.0032,4.44,-1.998954,0.202,"PYM","partner of Y14-mago","GO:0010628; GO:1903259; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0035145; GO:0003723; GO:0005515","03013; 03015",15165743,2,"Eukaryota","ARATH01777","UC"
"168","AT1G11410","261819_at",0.030205,0.00463,-4.13,-2.40059,-0.214,"AT1G11410","G-type lectin S-receptor-like serine/threonine-protein kinase","GO:0006468; GO:0048544; GO:0005576; GO:0005886; GO:0004674",NA,15165744,10,"Pentapetalae","ARATH01778","MC"
"169","AT1G11530","261821_at",0.006106,0.000416,-6.38,0.220473,-0.484,"CXXS1","monocysteinic thioredoxin CXXS1","GO:0045454; GO:0005576; GO:0005737; GO:0005829; GO:0003756",NA,15165768,6,"Tracheophyta","ARATH01802","MC"
"170","AT1G11545","261825_at",0.00209,6.82e-05,8.56,2.178139,0.555,"XTH8","probable xyloglucan endotransglucosylase/hydrolase protein 8","GO:0010411; GO:0042546; GO:0005576; GO:0004553; GO:0016762",NA,15165771,6,"Tracheophyta","ARATH01805","MC"
"171","AT1G11580","261826_at",0.010603,0.000998,5.49,-0.732413,0.363,"PMEPCRA","methylesterase PCR A","GO:0009617; GO:0042545; GO:0045490; GO:0005576; GO:0005618; GO:0005774; GO:0005829; GO:0016020; GO:0030598; GO:0030599; GO:0046910",NA,15165779,8,"Magnoliopsida","ARATH01813","MC"
"172","AT1G11660","262814_at",0.024164,0.00335,4.4,-2.050173,0.274,"AT1G11660","heat shock protein 70 (Hsp 70) family protein","GO:0005634; GO:0005829",NA,15165792,2,"Eukaryota","ARATH01826","UC"
"173","AT1G11670","262813_at",0.012897,0.00132,5.23,-1.033787,0.321,"AT1G11670","MATE efflux family protein","GO:0055085; GO:0005886; GO:0016020; GO:0015297; GO:0022857; GO:0042910",NA,15165794,2,"Eukaryota","ARATH01828","UC"
"174","AT1G11680","262820_at",0.014146,0.00152,5.09,-1.191753,0.338,"CYP51G1","sterol 14-demethylase","GO:0009793; GO:0016125; GO:0016126; GO:0055114; GO:0005576; GO:0005783; GO:0005794; GO:0005886; GO:0005506; GO:0008398; GO:0016491; GO:0020037","00100; 01100; 01110",15165795,2,"Eukaryota","ARATH01829","UC"
"175","AT1G11700","262811_at",0.010665,0.00101,-5.48,-0.741311,-0.305,"AT1G11700","hypothetical protein","GO:0008150; GO:0003674",NA,15165798,10,"Pentapetalae","ARATH01832","MC"
"176","AT1G11790","262825_at",0.002231,7.8e-05,-8.37,2.032735,-0.317,"ADT1","arogenate dehydratase 1","GO:0009094; GO:0005737; GO:0009507; GO:0004664; GO:0047769",NA,15165813,1,"LUCA","ARATH01847","UC"
"177","AT1G11820","264397_at",0.001041,1.84e-05,10.5,3.567282,0.469,"AT1G11820","O-glycosyl hydrolases family 17 protein","GO:0005975; GO:0005576; GO:0046658; GO:0042973",NA,15165819,8,"Magnoliopsida","ARATH01853","MC"
"178","AT1G12050","264396_at",0.032884,0.00524,-4.03,-2.534406,-0.403,"AT1G12050","putative fumarylacetoacetase","GO:0006559; GO:0006572; GO:0008219; GO:1902000; GO:0005576; GO:0005829; GO:0004334","00350; 01100",15165864,1,"LUCA","ARATH01898","UC"
"179","AT1G12070","264395_at",0.009012,0.00077,5.74,-0.45062,0.239,"AT1G12070","Rho GDP-dissociation inhibitor","GO:0007266; GO:0005737; GO:0005829; GO:0016020; GO:0005094; GO:0048365",NA,15165867,2,"Eukaryota","ARATH01901","UC"
"180","AT1G12080","264342_at",0.000259,5.23e-07,18,7.118635,1.64,"AT1G12080","vacuolar calcium-binding protein-like protein","GO:0008150; GO:0005576; GO:0005829; GO:0003674",NA,15165868,13,"Brassicaceae","ARATH01902","MC"
"181","AT1G12090","264371_at",0.00144,3.39e-05,9.55,2.924503,1.74,"ELP","extensin-like protein","GO:0008150; GO:0005575; GO:0003674",NA,15165870,10,"Pentapetalae","ARATH01904","MC"
"182","AT1G12200","261023_at",0.01234,0.00123,-5.29,-0.962697,-0.64,"AT1G12200","putative flavin monooxygenase","GO:0050832; GO:0005634; GO:0004499; GO:0050660; GO:0050661",NA,15165882,2,"Eukaryota","ARATH01916","UC"
"183","AT1G12250","260968_at",0.006134,0.000419,-6.37,0.213194,-0.388,"AT1G12250","Pentapeptide repeat-containing protein","GO:0008150; GO:0005576; GO:0009507; GO:0009534; GO:0009535; GO:0009543; GO:0009579; GO:0003674",NA,15165895,3,"Viridiplantae","ARATH01929","UC"
"184","AT1G12320","259520_at",0.002136,7.17e-05,-8.49,2.124101,-0.558,"AT1G12320","hypothetical protein","GO:0008150; GO:0003674",NA,15165904,8,"Magnoliopsida","ARATH01938","MC"
